date,OT
01/07/2016 0:00,38.66199875
01/07/2016 0:15,38.22299957
01/07/2016 0:30,37.34400177
01/07/2016 0:45,37.12400055
01/07/2016 1:00,37.12400055
01/07/2016 1:15,36.90399933
01/07/2016 1:30,36.90399933
01/07/2016 1:45,36.46500015
01/07/2016 2:00,36.46500015
01/07/2016 2:15,36.46500015
01/07/2016 2:30,35.80599976
01/07/2016 2:45,34.92699814
01/07/2016 3:00,33.60850143
01/07/2016 3:15,32.94900131
01/07/2016 3:30,32.50999832
01/07/2016 3:45,32.29000092
01/07/2016 4:00,31.85050011
01/07/2016 4:15,31.63100052
01/07/2016 4:30,31.4109993
01/07/2016 4:45,30.97200012
01/07/2016 5:00,30.53199959
01/07/2016 5:15,30.53199959
01/07/2016 5:30,30.75200081
01/07/2016 5:45,30.3125
01/07/2016 6:00,30.09300041
01/07/2016 6:15,29.87299919
01/07/2016 6:30,29.87299919
01/07/2016 6:45,29.87299919
01/07/2016 7:00,29.87299919
01/07/2016 7:15,29.87299919
01/07/2016 7:30,29.87299919
01/07/2016 7:45,29.87299919
01/07/2016 8:00,29.65299988
01/07/2016 8:15,29.43350029
01/07/2016 8:30,29.43350029
01/07/2016 8:45,29.43350029
01/07/2016 9:00,29.21349907
01/07/2016 9:15,28.1154995
01/07/2016 9:30,27.67550087
01/07/2016 9:45,27.67550087
01/07/2016 10:00,27.45599937
01/07/2016 10:15,27.45599937
01/07/2016 10:30,27.45599937
01/07/2016 10:45,27.45599937
01/07/2016 11:00,27.45599937
01/07/2016 11:15,27.45599937
01/07/2016 11:30,27.23649979
01/07/2016 11:45,27.23649979
01/07/2016 12:00,27.23649979
01/07/2016 12:15,27.23649979
01/07/2016 12:30,26.79700089
01/07/2016 12:45,26.57699966
01/07/2016 13:00,26.57699966
01/07/2016 13:15,26.79700089
01/07/2016 13:30,26.79700089
01/07/2016 13:45,26.79700089
01/07/2016 14:00,26.79700089
01/07/2016 14:15,26.79700089
01/07/2016 14:30,26.79700089
01/07/2016 14:45,26.79700089
01/07/2016 15:00,26.79700089
01/07/2016 15:15,26.79700089
01/07/2016 15:30,26.79700089
01/07/2016 15:45,26.79700089
01/07/2016 16:00,26.79700089
01/07/2016 16:15,26.57749939
01/07/2016 16:30,26.57749939
01/07/2016 16:45,26.57749939
01/07/2016 17:00,26.57749939
01/07/2016 17:15,26.57749939
01/07/2016 17:30,26.57749939
01/07/2016 17:45,26.57749939
01/07/2016 18:00,26.57749939
01/07/2016 18:15,26.57749939
01/07/2016 18:30,26.35750008
01/07/2016 18:45,26.13750076
01/07/2016 19:00,26.13750076
01/07/2016 19:15,26.13750076
01/07/2016 19:30,26.13750076
01/07/2016 19:45,26.13750076
01/07/2016 20:00,26.13750076
01/07/2016 20:15,26.13750076
01/07/2016 20:30,26.13750076
01/07/2016 20:45,26.13750076
01/07/2016 21:00,25.69849968
01/07/2016 21:15,25.69849968
01/07/2016 21:30,25.69849968
01/07/2016 21:45,25.91799927
01/07/2016 22:00,25.91799927
01/07/2016 22:15,25.91799927
01/07/2016 22:30,25.91799927
01/07/2016 22:45,25.91799927
01/07/2016 23:00,25.91799927
01/07/2016 23:15,25.91799927
01/07/2016 23:30,25.91799927
