timestamp,value
0.0,73.96732207
1.0,74.93588199999998
2.0,76.12416182
3.0,78.14070732
4.0,79.32983574
5.0,78.71041827
6.0,80.26978421
7.0,80.27282792
8.0,80.35342468
9.0,79.48652315
10.0,80.78327674
11.0,79.50815854
12.0,79.30203285
13.0,80.80262407
14.0,80.37778929
15.0,80.47923735
16.0,81.42356028
17.0,81.37357535
18.0,81.69094215
19.0,80.18124978
20.0,81.76717835
21.0,81.25978065
22.0,80.30293653
23.0,81.11459031
24.0,81.74810877
25.0,81.99460747
26.0,81.2580527
27.0,83.11803871
28.0,81.24702121
29.0,82.73586941
30.0,81.72332602
31.0,81.56235567
32.0,81.43553422
33.0,81.90815592
34.0,82.45575098
35.0,83.02758267
36.0,83.36235646
37.0,81.88701566
38.0,82.88189183
39.0,83.57965349
40.0,83.76141298
41.0,82.30991906
42.0,83.05136903
43.0,83.26333638
44.0,84.09700706
45.0,83.5464428
46.0,83.48998999
47.0,83.43534304
48.0,85.18336642
49.0,85.34462435
50.0,84.67196172
51.0,85.30276155
52.0,84.34921079
53.0,84.55584383
54.0,83.77113659999998
55.0,85.29834063
56.0,85.40014591
57.0,85.10730255
58.0,84.97405668
59.0,85.43784202
60.0,84.83484013
61.0,84.94715827
62.0,86.16861901
63.0,86.37621858
64.0,86.3421685
65.0,86.61918376
66.0,86.30151068
67.0,86.57173751
68.0,86.48675455
69.0,87.52018696
70.0,87.00908412
71.0,86.96641259
72.0,88.62366147
73.0,88.59942914
74.0,89.44293245
75.0,87.98565262
76.0,89.75558903
77.0,88.80257312
78.0,89.7298597
79.0,90.22009915
80.0,89.44223536
81.0,90.50690649
82.0,90.89985471
83.0,89.52273909
84.0,90.79023919
85.0,91.52798129
86.0,90.30234442
87.0,91.69464161
88.0,90.61223839
89.0,91.35611449
90.0,91.1192753
91.0,92.2779806
92.0,91.93466396
93.0,91.26341409
94.0,91.03317052
95.0,90.54178741
96.0,89.31712427
97.0,88.60863427
98.0,88.00860982
99.0,87.98743420000002
100.0,87.62276247
101.0,86.35545122
102.0,86.69530437
103.0,84.67963832
104.0,84.07484551
105.0,84.35696223
106.0,84.58044581
107.0,82.68818775
108.0,82.69563236
109.0,83.76512879
110.0,82.98957536
111.0,82.23041088
112.0,83.88653506
113.0,81.89958882
114.0,81.51452457
115.0,82.75784339
116.0,82.38401128
117.0,83.21031771
118.0,82.8468474
119.0,80.83401484
120.0,80.57814533
121.0,82.38411475
122.0,82.14105996
123.0,81.51010328
124.0,80.32038196
125.0,81.37765072
126.0,82.57875201
127.0,83.67102071
128.0,82.31952904
129.0,84.00735878
130.0,84.15133223
131.0,85.42547113
132.0,86.54847695
133.0,87.29964034
134.0,86.08152742
135.0,85.88428549
136.0,85.56048471
137.0,85.13496309
138.0,86.6109496
139.0,86.15758118
140.0,85.23120601
141.0,85.93395961
142.0,85.11561607
143.0,85.86375607
144.0,83.48616417
145.0,85.48938451
146.0,83.14095879
147.0,83.35164174
148.0,83.69802526
149.0,83.80362667
150.0,83.50931286
151.0,83.4881532
152.0,84.0784573
153.0,82.26519820000001
154.0,82.83535437
155.0,82.04034143
156.0,81.50854903
157.0,82.36420121
158.0,80.58482816
159.0,80.9978684
160.0,81.16723557
161.0,80.31567859
162.0,79.66605694
163.0,79.8814896
164.0,78.09314197
165.0,77.72449282
166.0,78.41045288
167.0,77.1646548
168.0,75.35177264
169.0,76.18233367
170.0,74.56924109
171.0,73.50573006
172.0,74.57014555
173.0,72.68741156
174.0,73.52553931
175.0,72.82721113
176.0,72.77529924
177.0,73.83093472
178.0,73.13846943
179.0,75.34241901
180.0,74.81298165
181.0,76.34122004
182.0,75.35202093
183.0,76.16336404
184.0,77.01836571
185.0,78.61550225
186.0,77.52448684
187.0,79.26428222
188.0,77.39280881
189.0,78.22049763
190.0,78.35412045
191.0,80.11719562
192.0,80.49280262
193.0,78.8077078
194.0,80.44409017
195.0,79.70186363
196.0,80.17581648
197.0,80.00900765
198.0,79.75172848
199.0,81.54395534
200.0,81.30146345
201.0,81.19987815
202.0,81.68924032
203.0,80.85042358
204.0,80.22887183
205.0,80.54340412
206.0,82.69675156
207.0,82.87691879
208.0,81.39294104
209.0,81.09516526
210.0,82.01953528
211.0,81.3269712
212.0,82.31148178
213.0,83.32496669
214.0,83.21001771
215.0,82.25146959
216.0,83.11339476
217.0,84.61722355
218.0,84.37223101
219.0,84.79520638
220.0,83.63540044
221.0,82.62589147
222.0,83.2559329
223.0,84.38916448
224.0,83.18147487
225.0,83.48184527
226.0,82.68143532
227.0,82.97997961
228.0,84.13486850000002
229.0,83.54342224
230.0,82.56862498
231.0,83.45096889
232.0,83.45143576
233.0,82.88039053
234.0,82.57263847
235.0,83.85374038
236.0,82.44444475
237.0,82.11652105
238.0,82.52409712
239.0,83.22921909
240.0,83.55667979
241.0,82.69741029
242.0,82.24032523
243.0,82.18283255
244.0,81.91025778
245.0,81.92220756
246.0,83.08562271
247.0,81.94416494
248.0,83.33882055
249.0,82.73869514
250.0,81.52296852
251.0,81.42689951
252.0,83.44744203
253.0,83.17741645
254.0,81.39971499
255.0,81.49327887
256.0,81.42247440000001
257.0,80.01620011
258.0,81.18422859
259.0,78.87746103
260.0,79.32870176
261.0,78.53209148
262.0,77.31031199
263.0,78.60147648
264.0,80.59333215
265.0,80.34151261
266.0,82.61994773
267.0,82.02344746
268.0,84.359617
269.0,85.67172288
270.0,85.56966109
271.0,86.33936754
272.0,85.82410266
273.0,85.67514744
274.0,86.73557359
275.0,86.71059894
276.0,84.49232932
277.0,84.57715258
278.0,86.11829435
279.0,85.81371619
280.0,84.01298513
281.0,85.86114419
282.0,84.63378489
283.0,84.6204503
284.0,84.30866618
285.0,83.42961151
286.0,84.55433571
287.0,83.45318420000002
288.0,84.33273465
289.0,83.62480036
290.0,83.82024756
291.0,82.82118107
292.0,82.48534664
293.0,82.41635233
294.0,82.85831903
295.0,81.22431855
296.0,81.3498204
297.0,80.37310562
298.0,79.5603305
299.0,79.97472613
300.0,79.68231758
301.0,78.25736747
302.0,78.15867147
303.0,76.50030119
304.0,76.28318438
305.0,76.58648498
306.0,75.3056747
307.0,74.74571333
308.0,74.18629409
309.0,74.77344761
310.0,72.89169183
311.0,72.92432965
312.0,71.36444054
313.0,70.60517297
314.0,70.08010776
315.0,70.80451005
316.0,69.41110478
317.0,68.23720056
318.0,68.81053857
319.0,67.95144903
320.0,65.90649636
321.0,66.20465117
322.0,66.09439847
323.0,64.92515067
324.0,65.91054219
325.0,65.0764574
326.0,64.4365387
327.0,64.22546298
328.0,64.67301299
329.0,62.87339214
330.0,64.07636038
331.0,64.24233104
332.0,63.61616805
333.0,62.35719049
334.0,61.94124256
335.0,62.19962941
336.0,61.91339759
337.0,61.92579229
338.0,62.48497727
339.0,61.935635
340.0,61.63262008
341.0,60.37118114
342.0,59.96038979
343.0,61.13922001
344.0,60.52991525
345.0,59.63744866
346.0,60.00666098
347.0,60.12505135
348.0,59.72064235
349.0,60.43677303
350.0,62.87329018
351.0,66.49930690000001
352.0,69.81211169
353.0,72.92970657
354.0,75.48652039
355.0,77.56468667
356.0,78.28725568
357.0,77.60706621
358.0,79.24906378
359.0,79.49390087
360.0,80.39691483
361.0,81.02638717
362.0,80.03079367
363.0,81.96289081
364.0,82.80100858
365.0,82.63704015
366.0,82.54456987
367.0,83.91816767
368.0,84.21337153
369.0,83.5474584
370.0,83.94591696
371.0,85.50765598
372.0,84.75313439
373.0,87.38966543
374.0,85.61241075
375.0,87.04546782
376.0,87.60232129
377.0,87.31292835
378.0,87.61788219
379.0,87.91839902
380.0,87.33875515
381.0,87.00012634
382.0,86.98303457
383.0,88.13082806
384.0,88.89966936
385.0,88.76009472
386.0,87.91843709
387.0,87.61665589
388.0,88.30627918
389.0,88.93290809999998
390.0,88.29581581
391.0,87.12400298
392.0,89.0575271
393.0,86.98426456
394.0,88.16593201
395.0,87.07435833
396.0,88.25426297
397.0,87.0632953
398.0,88.74480066
399.0,88.51117094
400.0,88.37158723
401.0,88.00478586
402.0,88.61564448
403.0,89.857271
404.0,89.11117455
405.0,88.73527502
406.0,90.44048272
407.0,90.87460331
408.0,88.83698476
409.0,90.74342245
410.0,90.92465673
411.0,89.80826519
412.0,89.87410639
413.0,91.94873788
414.0,91.03236887
415.0,91.26672743
416.0,89.98528487
417.0,90.77882139
418.0,91.84765707
419.0,90.42548359
420.0,91.3827811
421.0,90.06954941
422.0,89.97814049
423.0,90.3096759
424.0,90.72428594
425.0,90.1455803
426.0,91.60297257
427.0,89.95340409
428.0,91.23679402
429.0,90.88751787
430.0,91.11322564
431.0,91.71235473
432.0,91.11938781
433.0,91.10486261
434.0,91.6813322
435.0,90.514947
436.0,89.71700074
437.0,91.65203082
438.0,91.01595463
439.0,91.47394549
440.0,91.03909176
441.0,89.65866770000002
442.0,91.06468954
443.0,90.05823487
444.0,90.23402189
445.0,89.98472665
446.0,91.8117387
447.0,91.5975513
448.0,90.57501904
449.0,90.25297529
450.0,89.78884843
451.0,91.49798647
452.0,90.15558683
453.0,91.54101803
454.0,90.34836465
455.0,91.03425337
456.0,90.10654338
457.0,91.14968611
458.0,90.85022799
459.0,90.23782718
460.0,90.57429048
461.0,91.44783131
462.0,89.7515613
463.0,90.52987624
464.0,90.60576981
465.0,88.85217825
466.0,90.03063173
467.0,89.38603658
468.0,89.66376247
469.0,88.05606264
470.0,87.71234894
471.0,86.62532028
472.0,86.89842071
473.0,86.10068109
474.0,86.32186857
475.0,87.1806124
476.0,85.58175774
477.0,84.32018121
478.0,85.34846490000002
479.0,85.23133389
480.0,83.60369239
481.0,84.14668277
482.0,84.36204419
483.0,82.44829347
484.0,81.86204397
485.0,82.19836897
486.0,80.83766416
487.0,82.56379835
488.0,80.59808084
489.0,80.89253215
490.0,82.13609654
491.0,81.81714711
492.0,80.48854812
493.0,81.26469622
494.0,82.42140024
495.0,82.23030379
496.0,80.90134325
497.0,80.63039214
498.0,82.21095386
499.0,80.81686347
500.0,82.55444217
501.0,82.44111181
502.0,82.15499505
503.0,82.57000445
504.0,82.65327799
505.0,83.17016645
506.0,83.89940482
507.0,83.34087231
508.0,85.33284543
509.0,85.93505505
510.0,85.71260799
511.0,87.38667453
512.0,87.53885279
513.0,89.39106540000002
514.0,90.39821735
515.0,89.99111759
516.0,92.67881246
517.0,92.17664249
518.0,93.01952015
519.0,94.36744637
520.0,92.10645466
521.0,93.72782704
522.0,92.00929857
523.0,91.78009622
524.0,92.88011059
525.0,91.49568071
526.0,92.16856523
527.0,91.95875727
528.0,91.7865819
529.0,90.80421640000002
530.0,90.04604107
531.0,89.24455669
532.0,88.97549237
533.0,89.06278767
534.0,89.83434121
535.0,88.75770969
536.0,88.93708576
537.0,89.89472492
538.0,89.75942233
539.0,89.84901477
540.0,89.09228711
541.0,89.28155577
542.0,88.97625236
543.0,88.31911026
544.0,86.89757046
545.0,86.46548218
546.0,87.93127799
547.0,86.14703741
548.0,86.20108694
549.0,84.68833564
550.0,84.55245269
551.0,85.03371137
552.0,84.16566457
553.0,83.41172533
554.0,83.48429814
555.0,84.03467948
556.0,84.02689217
557.0,83.67734936
558.0,82.31388201
559.0,81.06008809999999
560.0,81.804672
561.0,82.54389631
562.0,81.87183273
563.0,80.99710173
564.0,79.91313421
565.0,81.32479433
566.0,79.94101834
567.0,79.44182803
568.0,79.53199670000002
569.0,79.58711093
570.0,79.2697328
571.0,81.02489838
572.0,80.60286328
573.0,80.44649158
574.0,81.07399759999998
575.0,80.13239831
576.0,81.33413076
577.0,79.51232841
578.0,80.50032751
579.0,79.97948954
580.0,79.83015237
581.0,78.96169451
582.0,78.74249219
583.0,77.26466917
584.0,77.86819433
585.0,76.76317722
586.0,78.47627847
587.0,76.77337183
588.0,77.43778372
589.0,77.36030679
590.0,76.11909253
591.0,76.56850919
592.0,76.48572951
593.0,76.4624307
594.0,77.35105191
595.0,77.04228069
596.0,76.28685218
597.0,77.58567673
598.0,78.52005968
599.0,79.65510723
600.0,80.1073755
601.0,79.97991582
602.0,82.09911484
603.0,81.02731208
604.0,82.36891368
605.0,82.43188272
606.0,83.27622491
607.0,81.25979414
608.0,81.76280285
609.0,83.35420453
610.0,82.52295937
611.0,81.85942459
612.0,81.8037868
613.0,82.57528729
614.0,82.90318308
615.0,82.4823319
616.0,83.39210799
617.0,81.37690913
618.0,81.24603216
619.0,82.58037157
620.0,81.87701487
621.0,83.55915859
622.0,81.59858688
623.0,82.74195917
624.0,82.71827429
625.0,82.37771613
626.0,81.72015198
627.0,83.29989108
628.0,83.59659781
629.0,81.56817194
630.0,82.41137405
631.0,82.0728321
632.0,83.58370499
633.0,82.84410371
634.0,82.61618649
635.0,82.16627916
636.0,83.05385388
637.0,83.53246444
638.0,82.91920490000003
639.0,81.72472683
640.0,82.53245119
641.0,81.89611827
642.0,81.98874197
643.0,83.58350239
644.0,82.17427237
645.0,81.81918517
646.0,82.60145334
647.0,83.08653743
648.0,83.45371038
649.0,81.41285397
650.0,83.3780726
651.0,83.44733584
652.0,81.36004802
653.0,82.68029327
654.0,81.28135587
655.0,82.59111138
656.0,83.41638363
657.0,81.29591751
658.0,83.4138286
659.0,82.49198933
660.0,82.57240851
661.0,82.45706835
662.0,83.02181864
663.0,82.9949833
664.0,81.36656571
665.0,83.13858068
666.0,81.42462484
667.0,83.35504881
668.0,81.910648
669.0,83.0170021
670.0,82.05244367
671.0,82.83126064
672.0,81.24678562
673.0,83.26018551
674.0,82.81812563
675.0,82.57380932
676.0,83.25881041
677.0,81.96180267
678.0,83.17318978
679.0,81.15886951
680.0,81.32888335
681.0,81.55588066
682.0,81.15572913
683.0,82.39145631
684.0,82.79592117
685.0,81.60323609999998
686.0,80.78482374
687.0,82.11687886
688.0,81.59395516
689.0,80.46205735
690.0,81.63122296
691.0,80.9116303
692.0,80.96090416
693.0,80.98651656
694.0,80.35888865
695.0,81.20873088
696.0,79.76408824
697.0,79.36749096
698.0,79.26593447
699.0,80.99917163
700.0,80.81986767
701.0,79.78727467
702.0,80.5835448
703.0,79.55970927
704.0,79.14382863
705.0,79.24067463
706.0,79.75050588
707.0,78.98503793
708.0,78.36282324
709.0,77.61413984
710.0,77.09164148
711.0,77.54778688
712.0,75.63533675
713.0,74.70018313
714.0,74.51646326
715.0,75.30499262
716.0,72.81869102
717.0,72.28588755
718.0,72.35833424
719.0,73.09152990000003
720.0,71.97335021
721.0,71.74196073
722.0,72.16491961
723.0,71.66124999
724.0,70.67506293
725.0,71.78321277
726.0,70.28077567
727.0,71.23651301
728.0,70.58110925
729.0,71.05323234
730.0,70.47337195
731.0,70.63797296
732.0,69.93597686
733.0,71.35572643
734.0,69.69336818
735.0,71.15766235
736.0,71.13846278
737.0,69.62328485
738.0,69.68256606
739.0,69.80759885
740.0,69.84044814
741.0,70.49005644
742.0,70.330021
